col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,target
b,0,9,2,0,1,3,5,a,b,1,151835,36,60,1
b,0,6,13,0,1,3,10,a,b,1,199085,60,40,0
a,0,9,2,0,1,3,4,a,e,2,61487,28,40,0
a,0,9,2,0,1,3,1,b,d,1,120251,19,14,0
b,0,13,1,0,1,3,4,a,b,1,273230,42,90,0
e,0,9,2,0,1,3,10,b,a,2,358373,36,36,0
b,0,9,2,0,1,3,5,b,c,1,267891,35,38,0
a,0,10,6,0,1,3,1,b,d,1,234880,22,25,0
b,0,9,2,0,1,3,7,a,b,1,48358,54,40,1
b,0,13,1,0,1,3,4,a,b,1,96452,36,45,0
b,0,9,2,0,1,3,8,a,b,1,204751,55,65,0
b,0,14,4,0,1,3,1,a,b,1,375868,57,40,0
b,0,4,9,0,1,3,8,a,b,1,413373,56,36,0
b,0,9,2,0,1,3,2,a,b,1,537222,24,50,0
b,0,13,1,0,1,5,4,a,b,1,33975,35,40,1
c,0,7,3,0,1,7,6,a,a,1,162327,51,40,0
c,0,9,2,0,1,3,2,a,d,1,182691,34,44,0
c,0,12,7,0,1,3,1,b,e,1,300829,36,42,0
e,0,5,5,0,1,5,5,b,f,1,114508,51,40,0
b,0,16,10,0,1,7,4,a,b,1,214627,46,60,1
c,0,9,2,5455,1,3,2,b,a,2,129684,42,50,0
a,0,13,1,0,1,1,4,b,a,1,120041,25,40,0
a,0,9,2,0,1,3,3,a,f,1,361138,22,50,0
b,0,9,2,0,1,3,7,a,b,1,76893,37,40,0
c,0,13,1,0,1,3,6,a,e,1,205424,48,40,1
b,0,13,1,15024,1,3,4,a,b,1,176839,61,50,1
b,0,8,16,0,3,3,8,a,b,2,229148,40,40,0
b,0,9,2,0,1,7,2,b,c,1,154537,58,20,1
d,0,9,2,0,6,3,9,a,f,1,181901,52,20,0
a,0,7,3,0,1,3,5,a,d,2,152004,18,20,0
b,0,6,13,0,1,3,10,a,b,1,205188,27,40,0
b,0,10,6,5013,1,2,4,a,b,1,30840,48,45,0
b,0,5,5,0,1,3,7,a,b,1,66634,63,16,0
b,0,9,2,0,1,2,7,a,b,1,180220,38,60,0
b,2051,10,6,0,1,3,1,a,b,1,291052,31,40,0
b,0,10,6,0,1,2,4,a,b,1,99651,40,60,0
c,0,9,2,0,1,3,2,a,a,1,327723,41,40,0
a,0,13,1,2174,1,3,4,b,a,1,32291,28,40,0
c,0,15,11,14084,1,3,4,a,a,1,345122,31,50,1
b,0,11,8,0,1,3,7,a,b,1,127384,32,55,1
a,0,9,2,0,1,3,3,a,e,2,363296,30,72,0
c,1876,9,2,0,1,5,7,a,a,1,86551,39,40,0
b,0,13,1,0,1,3,6,a,b,1,30070,28,50,0
a,0,9,2,0,1,3,3,b,f,2,595000,31,35,0
a,0,10,6,0,1,,,a,d,1,152328,21,20,0
e,0,9,2,0,1,,,b,e,1,177824,33,40,0
b,0,14,4,0,1,1,4,a,b,1,111483,44,40,1
a,0,10,6,0,1,3,9,a,d,1,199555,22,25,0
b,0,9,2,0,,3,5,a,b,1,50018,42,40,0
b,0,12,7,0,1,3,7,a,b,1,218490,36,35,0
a,1974,14,4,0,1,3,2,a,a,1,49020,39,40,0
b,1672,10,6,0,1,3,2,a,b,1,213321,61,40,0
c,0,9,2,0,1,3,8,a,d,1,159187,31,40,0
a,0,10,6,0,12,3,5,b,a,1,83033,21,25,0
b,0,10,6,2829,1,2,9,a,b,1,31848,39,90,0
b,0,9,2,0,1,2,9,a,b,1,24961,34,80,0
a,0,10,6,0,1,3,5,a,d,1,182117,21,15,0
g,0,13,1,0,1,2,4,a,e,1,146576,75,48,1
a,0,10,6,0,1,3,5,a,d,1,176690,21,24,0
b,0,10,6,0,1,3,6,a,b,1,122651,81,15,0
c,0,9,2,0,11,7,5,a,a,1,149650,54,40,0
b,0,13,1,0,13,3,4,a,b,1,454508,34,65,0
b,0,15,11,99999,14,2,4,a,b,3,269068,54,50,1
b,0,9,2,0,1,3,5,a,b,4,266530,41,45,0
c,0,13,1,0,1,,,b,a,1,198542,61,40,0
b,0,9,2,2580,1,3,5,a,b,1,133144,63,20,0
a,0,10,6,0,1,3,10,a,a,1,217961,24,40,0
b,0,9,2,0,6,3,1,b,c,1,221661,20,40,0
c,0,13,1,0,1,5,4,b,d,1,60735,44,60,0
b,0,13,1,0,1,2,6,a,b,1,121124,47,40,1
b,0,10,6,0,1,3,7,a,b,1,48588,31,40,0
c,1590,4,9,0,1,3,7,a,a,1,48087,41,40,0
b,0,9,2,0,1,2,7,a,b,1,240138,53,60,0
b,0,9,2,3471,1,3,1,b,c,1,273010,63,40,0
b,0,14,4,0,1,3,4,a,b,1,104196,44,45,1
b,0,9,2,0,1,3,7,a,b,1,230035,37,46,1
b,0,10,6,0,12,3,7,a,b,1,38918,28,50,1
b,0,10,6,0,1,,,a,b,1,205011,71,10,0
c,0,9,2,0,1,3,1,b,a,1,176079,57,40,0
a,0,10,6,0,1,3,9,a,d,1,180052,22,10,0
b,1848,13,1,0,1,5,1,a,b,1,173005,33,45,1
c,0,10,6,0,1,3,1,b,d,1,378723,30,55,0
a,0,9,2,0,1,3,7,a,d,1,233624,20,40,0
a,0,13,1,0,1,3,1,b,a,1,192591,28,45,0
c,0,7,3,0,1,3,15,b,e,2,249860,54,10,0
a,0,9,2,0,1,3,3,a,d,1,247564,20,35,0
b,0,9,2,0,1,3,2,a,b,1,238912,34,40,0
a,0,10,6,0,1,3,1,a,d,1,190227,21,40,0
a,0,10,6,0,1,1,5,b,e,1,293287,29,40,0
c,0,10,6,0,1,3,2,b,e,1,180807,51,40,0
c,0,9,2,0,1,3,10,b,a,2,250217,39,70,0
a,0,10,6,0,1,3,1,b,f,2,217418,19,38,0
a,0,9,2,0,1,5,9,a,d,1,137510,22,40,0
c,0,10,6,0,1,1,1,b,a,1,163047,59,38,0
a,0,7,3,0,1,3,6,a,d,1,577521,18,13,0
a,0,9,2,0,1,3,5,a,a,1,221533,22,20,0
b,0,10,6,0,1,5,7,a,b,1,255675,42,40,1
a,0,12,7,0,1,3,7,a,a,1,114079,39,40,0
b,0,13,1,0,1,3,6,a,b,1,155781,31,40,1
e,0,7,3,0,1,3,7,b,e,1,243762,28,40,0
a,0,13,1,0,1,3,2,b,d,1,113062,22,7,0
a,0,14,4,0,1,3,5,b,a,1,217028,67,40,0
a,0,7,3,0,1,3,6,b,d,1,110723,17,25,0
b,0,12,7,0,1,4,1,a,b,1,191858,47,40,1
a,0,13,1,0,1,3,1,b,a,1,179423,23,5,0
b,0,9,2,0,32,3,5,b,c,1,339588,20,40,0
a,0,9,2,0,32,3,6,b,e,1,206815,22,40,0
b,0,4,9,0,1,1,8,a,b,1,103743,47,40,0
b,0,10,6,0,1,3,6,b,c,1,235683,49,40,1
b,0,10,6,0,1,,,a,b,1,207321,64,20,0
c,0,10,6,0,1,1,2,b,a,2,197495,35,40,0
c,0,10,6,0,1,4,2,b,a,1,424012,52,40,0
a,0,9,2,0,1,3,6,b,a,1,178469,29,40,0
g,0,6,13,0,11,7,6,b,e,1,92886,73,40,0
b,0,9,2,0,1,2,4,a,b,1,214008,38,50,1
b,1902,9,2,0,1,2,2,a,b,1,325732,59,52,1
b,0,10,6,4064,1,3,7,a,b,1,28572,35,35,0
a,0,10,6,0,1,3,6,b,d,1,118376,18,15,0
b,0,9,2,0,1,3,1,b,c,2,51799,24,40,0
b,0,13,1,0,1,5,4,a,b,1,115488,33,50,0
c,0,10,6,0,1,3,2,b,f,2,190621,40,55,0
g,0,9,2,0,1,3,1,b,a,1,193568,55,40,0
c,0,9,2,0,1,3,4,a,a,1,192878,44,40,0
a,0,13,1,0,1,3,4,b,d,1,264663,40,60,0
c,0,9,2,0,1,3,3,a,d,1,234731,22,40,0
b,0,10,6,0,1,3,2,b,c,1,308373,55,40,1
e,0,9,2,0,1,3,11,b,a,1,205644,45,26,0
a,0,13,1,0,1,5,4,b,a,1,321851,47,50,1
b,0,9,2,0,1,3,7,a,b,1,206399,56,40,0
b,0,9,2,0,1,3,10,a,b,2,124563,44,40,0
a,0,10,6,0,1,1,1,a,a,1,198211,32,38,0
a,0,6,13,0,1,3,5,a,d,1,130795,17,20,0
c,0,10,6,0,1,3,2,a,a,1,71269,44,50,0
a,0,12,7,0,1,2,6,a,a,1,319280,32,80,0
b,0,13,1,0,1,3,6,a,b,1,125933,35,60,1
b,0,9,2,0,1,3,5,a,b,1,107236,27,40,0
b,0,9,2,0,1,3,4,a,b,1,32732,32,50,0
c,0,7,3,0,1,3,8,a,a,1,284763,68,70,0
a,0,10,6,0,1,3,5,b,d,1,112668,20,20,0
c,0,10,6,0,1,3,1,b,a,2,376483,33,40,0
a,0,5,5,0,1,3,3,a,d,1,402778,24,12,0
b,0,9,2,0,1,3,7,a,b,1,36177,48,45,0
c,0,14,4,0,1,3,4,b,e,1,125489,45,50,0
g,0,10,6,0,1,3,1,b,a,1,304791,48,40,0
b,0,14,4,0,1,3,4,a,b,1,209205,28,45,1
b,0,10,6,0,1,,,a,b,1,112821,60,35,1
c,0,14,4,0,1,5,4,b,e,1,178100,39,40,0
a,0,10,6,0,1,3,5,a,d,1,70261,23,30,0
a,0,8,16,0,1,1,2,a,a,1,186634,23,40,0
e,0,10,6,0,1,3,1,b,f,1,32958,36,40,0
b,0,13,1,0,1,3,4,b,c,1,254746,25,40,0
a,0,9,2,0,1,3,5,a,e,1,158746,52,40,0
b,0,9,2,0,1,2,7,a,b,1,140854,35,40,0
b,0,9,2,0,1,3,2,a,b,1,51506,41,40,0
b,0,13,1,0,1,3,6,b,c,1,189564,45,42,1
b,0,14,4,0,,4,4,a,b,1,325538,37,40,1
g,0,11,8,0,1,3,4,b,a,1,213975,58,40,0
b,0,9,2,0,1,2,1,b,c,1,431426,67,2,0
b,0,9,2,0,1,3,4,b,c,1,199763,48,8,0
b,0,9,2,0,1,3,7,a,b,1,161563,63,48,0
b,0,10,6,0,1,5,13,a,b,1,252024,24,72,1
b,0,10,6,0,1,3,7,a,b,1,43945,43,40,1
c,0,9,2,0,1,3,8,a,d,1,178487,36,60,0
b,0,9,2,0,6,3,8,a,d,1,604506,32,72,0
a,0,10,6,0,21,3,7,a,a,3,228157,36,40,0
a,0,10,6,0,1,3,1,b,a,1,199191,43,50,0
a,0,9,2,0,1,3,1,b,a,2,189775,27,40,0
a,0,7,3,0,1,3,5,a,d,1,171080,17,12,0
c,0,13,1,0,1,3,6,b,a,1,117310,45,46,0
b,0,9,2,0,1,7,7,a,b,1,82049,41,40,0
b,0,9,2,0,1,2,2,a,b,1,126094,41,38,0
a,0,9,2,0,1,,,b,d,1,202516,18,35,0
e,0,12,7,0,1,5,1,b,a,2,246392,48,40,0
b,0,11,8,0,1,,,a,b,1,69328,51,50,1
a,0,10,6,0,1,3,5,b,d,1,292803,26,24,0
b,0,1,15,0,1,3,9,a,b,1,286989,54,60,0
c,0,10,6,0,13,3,6,b,d,1,190483,22,48,0
a,0,9,2,0,1,3,8,a,d,1,235849,19,35,0
c,0,4,9,0,1,3,3,a,f,2,359766,47,40,0
d,0,9,2,0,1,3,5,b,e,1,128016,32,20,0
b,0,13,1,15024,1,3,2,a,b,1,360096,46,60,1
a,0,13,1,0,1,3,11,b,a,1,170154,30,40,1
a,0,14,4,0,1,3,2,a,a,3,337286,35,40,0
b,0,11,8,5013,1,3,11,a,b,1,204322,52,40,0
b,0,8,16,0,1,2,9,a,b,1,143833,73,18,0
a,0,6,13,0,11,3,5,a,d,1,365613,17,10,0
e,0,13,1,0,1,3,4,b,e,1,100135,32,32,0
b,0,14,4,0,1,5,4,a,b,1,180096,43,40,1
a,0,9,2,0,24,,,a,d,1,371827,19,40,0
a,0,9,2,0,17,3,10,b,e,5,61270,26,40,0
b,0,14,4,0,1,4,2,a,b,1,564135,41,40,1
b,0,12,7,15024,1,3,6,a,b,1,198759,49,60,1
e,0,10,6,0,1,1,13,a,e,1,303462,52,40,0
e,0,9,2,0,1,3,1,b,e,1,193106,35,32,0
b,0,7,3,0,1,3,5,a,b,1,250201,57,52,0
d,0,11,8,0,1,3,4,b,e,1,200426,35,44,0
a,0,13,1,0,1,3,4,a,a,1,222654,33,40,0
c,0,4,9,0,1,3,8,a,e,1,53366,56,40,0
a,0,13,1,0,1,3,6,a,d,1,132222,42,60,0
a,0,10,6,0,1,3,1,a,d,1,100828,17,20,0
c,0,9,2,0,1,3,1,b,a,1,31264,49,35,0
b,0,15,11,0,1,3,4,a,b,1,202027,39,45,1
c,0,10,6,0,1,2,1,b,e,1,168906,34,50,0
a,0,10,6,0,1,2,4,a,a,2,255454,37,40,0
a,0,8,16,0,1,3,5,a,a,1,245524,22,35,0
b,0,11,8,0,6,3,7,a,b,1,386040,27,40,0
a,0,10,6,0,1,3,6,b,d,1,35424,21,25,0
b,0,10,6,0,1,,,a,b,1,93655,59,40,0
b,0,13,1,3103,1,3,1,a,b,1,152629,44,40,1
d,0,6,13,0,1,2,8,a,a,1,151159,53,99,0
a,0,7,3,0,1,3,7,a,a,1,410240,26,40,0
b,0,13,1,0,1,3,2,a,b,1,138970,48,45,1
b,0,13,1,0,1,3,2,a,b,1,269722,39,70,0
a,0,9,2,0,1,3,5,b,e,4,223678,34,32,0
b,0,13,1,0,1,1,2,a,b,1,197184,54,38,0
b,0,9,2,7298,1,3,8,a,b,1,143486,36,50,1
b,0,9,2,5013,1,3,4,a,b,1,160625,60,40,0
b,0,9,2,0,1,3,13,a,b,1,140516,50,40,1
b,0,13,1,0,1,5,4,a,b,1,85341,48,45,0
a,2205,10,6,0,1,3,1,b,d,1,108293,35,40,0
c,0,12,7,0,1,2,4,b,a,1,192507,40,50,0
b,0,13,1,0,1,3,2,a,b,1,186932,30,70,0
b,0,10,6,6514,1,2,10,a,b,1,223580,65,40,1
b,0,9,2,0,1,3,7,a,b,1,236861,31,60,0
b,0,12,7,0,1,5,1,a,b,1,327886,46,40,0
c,0,5,5,2050,1,,,b,a,1,407618,67,40,0
b,0,11,8,0,1,7,2,a,b,1,197060,62,50,0
a,0,13,1,0,2,3,2,b,e,1,229180,38,40,0
a,0,13,1,0,1,3,5,b,d,1,284317,24,30,0
a,0,10,6,0,14,3,6,b,a,3,73514,24,50,0
a,0,13,1,0,1,3,4,b,a,1,47907,27,48,0
d,0,12,7,0,1,1,5,b,e,1,134782,43,30,0
c,0,9,2,0,7,3,3,b,e,3,118831,48,40,0
e,0,9,2,0,1,3,7,a,a,2,299505,41,40,0
b,0,10,6,0,1,3,11,b,c,2,267161,30,45,0
b,0,13,1,0,1,3,6,a,b,1,119177,38,40,1
a,0,15,11,0,1,3,4,a,a,1,327886,45,40,1
a,0,13,1,0,1,3,4,a,d,1,187730,45,40,0
c,0,10,6,0,1,3,1,b,a,1,109015,55,38,0
b,0,4,9,0,36,2,2,a,b,1,110015,46,75,0
a,0,13,1,0,1,3,4,a,d,3,104146,24,40,0
a,0,10,6,0,1,5,1,b,d,4,50442,31,25,0
b,0,9,2,0,1,3,7,a,b,1,57640,35,35,0
e,0,10,6,0,1,5,1,b,a,1,333664,37,40,0
b,0,10,6,0,1,3,4,a,b,1,224858,29,45,0
b,0,13,1,0,1,3,2,a,b,1,290641,56,50,1
b,1848,9,2,0,1,,,a,b,1,191118,60,40,1
a,1590,13,1,0,1,3,2,a,a,1,34402,25,60,0
b,0,6,13,0,1,3,10,a,b,1,245378,33,40,0
a,0,9,2,0,1,3,6,b,a,1,179136,44,40,0
a,0,9,2,0,1,3,7,a,d,1,116788,21,40,0
a,0,9,2,0,1,3,1,a,a,1,129699,21,40,0
b,0,14,4,0,10,4,2,a,b,1,39606,46,40,1
b,0,10,6,0,1,7,2,a,b,1,95150,44,50,1
c,0,13,1,0,1,3,2,b,a,1,102479,63,40,0
b,0,9,2,0,1,3,1,b,c,1,199191,44,30,0
b,0,10,6,0,6,3,7,a,b,1,229636,31,45,0
b,0,10,6,0,1,3,2,a,b,1,53833,26,42,0
a,0,9,2,0,1,7,8,a,a,1,27997,37,50,0
c,0,10,6,0,1,,,b,a,1,124487,60,40,1
b,0,13,1,0,1,3,7,a,b,1,111363,33,45,0
b,0,13,1,0,1,3,2,a,b,1,107630,38,40,0
a,0,11,8,0,1,3,6,b,d,1,134287,26,35,0
c,0,11,8,0,19,7,2,b,e,3,283004,46,63,0
a,0,9,2,0,1,3,5,b,e,1,33616,24,35,0
b,0,14,4,0,1,5,4,a,b,1,121124,47,35,1
a,0,10,6,0,1,3,11,b,a,1,188189,27,30,0
b,0,10,6,0,1,3,7,a,b,1,106255,46,40,0
b,0,12,7,0,1,4,1,a,b,2,282830,47,40,1
c,0,9,2,0,9,3,1,a,e,1,243904,47,40,0
g,0,9,2,2538,1,3,10,a,e,1,165017,69,40,0
b,0,9,2,7298,1,3,6,a,b,1,131584,32,40,1
b,0,9,2,0,1,3,8,a,b,2,427781,51,40,0
b,0,9,2,0,1,3,6,a,b,1,334291,36,40,1
b,0,14,4,0,1,5,4,b,c,1,173224,50,40,0
b,0,16,10,0,4,3,4,a,b,3,87507,29,60,0
b,0,15,11,3908,1,3,4,a,b,1,187560,32,40,0
c,0,6,13,0,1,3,8,a,a,4,204497,27,75,0
c,0,4,9,0,2,3,1,b,a,1,230545,60,35,0
b,0,9,2,0,1,3,5,a,b,1,118161,31,40,0
b,0,12,7,0,1,3,7,a,b,1,150499,46,40,0
a,0,9,2,0,1,5,1,b,d,1,96554,40,40,0
b,0,10,6,0,1,3,7,a,b,2,288551,39,52,1
b,0,4,9,0,1,2,6,a,b,1,104003,69,55,0
b,0,13,1,0,1,7,2,a,b,1,124963,54,40,1
c,0,9,2,0,1,3,1,b,a,1,198388,56,40,0
c,0,10,6,0,1,4,1,b,a,1,126204,47,40,0
a,0,12,7,0,1,3,11,b,a,1,91709,25,45,0
b,0,9,2,0,1,2,8,a,b,1,152109,34,60,0
a,0,4,9,0,1,2,9,a,d,1,191954,24,50,0
b,0,10,6,10566,1,3,7,a,b,1,108097,63,45,0
b,0,14,4,0,1,5,4,a,b,1,289991,29,50,0
b,0,10,6,0,1,3,1,a,b,1,92115,64,40,0
a,0,13,1,0,1,3,4,a,a,1,320277,44,40,0
a,0,9,2,0,1,3,7,a,f,1,33610,26,60,0
c,0,6,13,0,1,3,5,b,a,1,168276,36,40,0
b,0,13,1,7688,1,1,1,a,b,1,175127,55,38,1
b,0,9,2,0,1,3,3,b,c,1,254973,37,40,1
a,0,6,13,0,1,3,10,a,a,1,95336,37,65,0
b,0,13,1,7688,1,3,4,b,c,1,346975,63,36,1
b,0,9,2,0,1,3,8,a,b,1,227282,33,60,0
a,0,10,6,0,1,3,1,b,d,1,138153,19,10,0
b,1977,14,4,0,1,5,4,b,c,2,174132,57,40,1
b,0,12,7,4386,1,3,6,a,b,1,182237,31,45,1
a,0,10,6,0,1,,,b,d,1,111252,20,30,0
b,0,9,2,7298,1,5,2,a,b,1,217775,58,40,1
a,0,10,6,0,1,,,b,d,1,168863,20,20,0
b,0,10,6,0,1,3,6,a,b,1,394503,25,40,0
c,0,9,2,0,1,3,1,b,e,1,141657,40,40,0
a,0,7,3,1055,1,3,5,a,d,1,125441,18,20,0
a,0,9,2,0,1,3,1,a,a,1,172230,26,40,0
b,0,16,10,0,1,3,4,a,b,1,282944,29,50,1
b,0,13,1,0,1,5,4,a,b,2,55377,45,40,0
a,0,10,6,0,1,1,1,b,d,1,49352,35,38,0
c,0,10,6,0,1,3,10,a,e,1,213887,32,45,0
g,0,9,2,0,1,2,5,b,f,1,24046,61,40,0
a,0,13,1,0,1,1,4,a,a,1,208122,26,15,0
b,0,9,2,3103,1,3,7,a,b,1,176118,56,40,1
d,0,10,6,0,1,3,1,b,d,3,227994,22,39,0
b,0,13,1,0,1,3,10,a,b,2,215389,49,48,0
b,0,9,2,0,1,3,5,b,c,1,99434,40,12,0
e,0,9,2,0,1,3,2,a,d,1,190964,37,40,0
a,0,13,1,0,1,,,a,d,1,113700,23,50,0
b,0,13,1,0,1,3,6,a,b,1,259840,28,60,1
b,0,9,2,0,1,3,10,a,b,1,168827,27,40,0
c,0,11,8,0,1,7,6,b,e,1,28984,34,40,0
b,0,5,5,0,1,3,3,a,b,1,182211,49,45,0
a,0,10,6,0,1,3,7,a,d,3,82393,41,40,0
a,0,13,1,0,1,3,1,a,a,1,183639,28,21,0
b,0,10,6,0,1,3,2,a,b,1,342448,38,55,1
b,1740,12,7,0,1,1,13,a,b,1,469907,47,40,0
b,0,9,2,0,1,5,13,a,b,1,211920,28,40,0
b,0,14,4,7688,1,1,4,a,b,1,33658,44,50,1
c,0,13,1,0,1,4,4,a,a,1,34178,41,40,0
b,0,15,11,0,1,3,4,a,b,1,400630,50,36,1
g,0,9,2,0,1,2,7,a,a,1,161251,73,24,0
a,0,10,6,0,33,3,5,a,d,2,255685,21,40,0
c,0,9,2,0,1,3,1,b,e,1,199256,38,40,0
b,0,14,4,0,1,,,a,b,1,143716,64,2,0
c,0,10,6,0,1,3,11,b,e,1,221666,47,40,0
b,0,10,6,15024,11,3,8,a,b,1,145409,52,60,1
a,0,13,1,0,1,3,6,a,a,1,39615,24,45,0
b,0,13,1,0,1,3,2,a,b,1,104440,44,40,1
c,974,4,9,0,1,3,10,a,e,1,151382,27,40,0
b,0,10,6,0,1,2,6,a,b,2,503675,61,60,1
b,0,13,1,15024,1,3,6,a,b,1,306233,58,40,1
a,1564,13,1,0,1,3,6,b,a,1,216475,51,43,1
c,0,10,6,0,10,3,6,b,e,1,50748,49,55,0
a,0,10,6,0,1,3,1,a,d,2,107190,23,20,0
a,0,11,8,0,1,3,1,b,d,2,206874,19,40,0
a,0,9,2,0,1,3,9,a,a,1,83141,21,53,0
c,0,7,3,0,1,3,6,b,a,1,444089,56,40,0
b,0,8,16,0,1,3,7,a,b,1,141896,35,40,0
c,0,10,6,0,1,4,11,b,e,4,33487,37,20,0
c,0,16,10,0,1,3,6,b,e,1,65372,41,50,1
b,0,7,3,0,1,3,6,a,b,1,341346,30,40,0
b,0,16,10,0,,3,11,b,c,1,343403,35,20,0
b,0,10,6,0,1,3,7,a,b,1,287480,47,40,0
g,2559,6,13,0,1,7,2,b,e,1,107287,59,50,1
b,0,7,3,0,1,3,10,a,b,1,199067,55,32,0
a,0,11,8,0,1,,,a,d,3,182771,22,20,0
a,0,6,13,0,1,3,1,b,e,2,159737,31,40,0
b,0,14,4,4386,1,3,1,a,b,1,110643,30,40,1
a,0,13,1,0,1,3,2,a,d,1,117583,24,48,0
b,0,10,6,0,1,2,7,a,b,1,43479,49,40,0
a,0,4,9,0,12,3,7,a,a,1,203003,23,25,0
c,0,9,2,0,1,3,1,b,e,1,133963,50,35,0
a,0,13,1,0,1,3,1,a,a,2,227794,38,40,0
a,0,10,6,0,7,2,4,b,f,3,112137,20,20,0
b,0,10,6,0,1,2,7,a,b,1,110457,49,50,1
g,0,9,2,0,7,3,5,b,f,3,281565,45,50,0
b,0,13,1,0,1,4,4,a,b,3,297906,46,50,1
a,0,9,2,0,1,3,5,b,d,1,151506,19,30,0
a,0,13,1,0,2,4,2,b,d,1,139455,31,40,0
c,0,9,2,0,1,3,5,b,e,1,26987,38,40,0
b,0,14,4,0,1,2,7,a,b,1,233312,56,50,1
a,0,13,1,0,1,3,2,a,d,1,161092,24,40,0
b,0,9,2,0,1,5,2,a,b,1,98361,58,50,0
b,0,9,2,0,1,3,5,a,b,1,188928,28,40,0
b,0,9,2,0,1,3,5,a,b,1,164922,22,40,0
c,0,9,2,0,1,3,8,a,a,1,185673,46,40,0
a,0,1,15,0,6,3,9,a,a,1,193598,30,40,0
b,0,13,1,0,1,3,1,a,b,1,274111,56,45,1
b,0,9,2,0,,3,10,a,b,3,245482,32,40,0
b,0,9,2,0,1,3,8,a,b,1,160932,56,44,1
b,0,10,6,0,1,3,2,a,b,1,44368,50,40,0
e,0,9,2,0,1,,,b,e,2,291374,28,30,0
a,0,13,1,0,1,3,1,b,a,1,280927,30,40,0
a,0,9,2,0,1,3,10,a,d,1,222993,24,40,0
c,0,11,8,0,1,4,4,b,e,4,25240,42,40,0
b,0,9,2,0,1,2,7,a,b,1,204052,31,40,1
a,0,7,3,0,,3,6,b,d,5,74054,18,20,0
a,0,6,13,0,20,3,5,b,a,1,169042,46,25,0
a,0,13,1,0,1,3,6,b,a,1,104509,31,65,1
b,0,13,1,7688,1,5,4,b,c,1,185394,38,40,1
b,0,14,4,0,1,5,4,a,b,1,254146,44,40,1
b,2415,13,1,0,1,7,2,a,b,1,227856,55,50,1
a,0,9,2,0,1,3,5,a,d,1,183041,19,20,0
c,0,14,4,0,1,3,2,b,a,1,107682,45,40,1
b,0,10,6,0,1,7,7,a,b,1,287598,50,70,0
b,0,5,5,0,25,3,5,a,b,1,182186,53,40,0
b,0,13,1,99999,1,7,6,a,b,1,194636,41,65,1
c,0,10,6,0,1,3,5,b,e,2,112305,45,40,0
a,0,6,13,0,1,3,1,b,a,1,212661,21,39,0
b,0,13,1,0,1,3,11,b,c,1,32709,37,40,1
e,0,9,2,0,1,4,1,b,e,2,46366,42,40,0
b,0,9,2,0,1,2,11,a,b,1,24106,37,30,0
c,1590,13,1,0,,3,10,a,a,1,170850,46,40,0
b,0,11,8,0,1,2,9,a,b,1,40666,45,60,0
a,0,10,6,0,1,3,11,b,a,1,182975,32,20,0
b,0,15,11,0,1,3,4,a,b,1,345122,30,50,0
b,0,13,1,0,1,,,a,b,1,208311,57,80,1
c,0,9,2,0,1,3,10,b,a,1,120045,37,56,0
a,0,10,6,0,1,,,b,d,1,201299,18,40,0
b,0,10,6,0,1,3,6,a,b,1,152940,32,40,1
b,0,13,1,0,1,3,4,a,b,1,243580,43,40,1
c,0,14,4,6497,1,3,4,b,e,1,182128,46,50,0
c,0,9,2,0,1,,,b,e,1,176458,36,28,0
a,0,14,4,0,1,3,2,b,a,1,101562,33,40,0
a,0,9,2,0,1,3,1,b,a,1,108699,48,40,0
b,0,9,2,0,1,3,6,b,b,1,175878,34,40,0
a,0,10,6,0,1,5,13,a,a,1,177675,34,50,1
c,0,9,2,0,1,3,9,a,a,1,213887,33,40,0
b,0,13,1,0,12,3,2,b,c,1,357619,36,60,0
a,1669,9,2,0,1,3,6,a,a,1,435835,23,55,0
b,0,9,2,0,1,3,2,a,b,1,165799,39,40,0
a,0,12,7,0,1,3,6,b,d,1,71469,22,25,0
a,0,9,2,0,1,3,9,a,d,1,229745,19,20,0
b,0,9,2,7298,1,3,6,a,b,1,284916,47,45,1
a,0,11,8,0,1,3,8,a,a,1,28419,46,50,0
c,0,14,4,0,1,3,6,b,a,1,26950,47,6,0
b,0,16,10,0,1,2,4,a,b,1,107231,47,35,1
c,0,10,6,0,1,5,8,b,a,1,512103,52,40,0
b,0,5,5,0,6,2,7,a,b,1,245090,38,40,0
b,0,9,2,0,1,3,6,a,b,1,314153,58,40,1
b,0,3,12,0,6,3,5,a,b,1,243988,32,40,0
b,0,11,8,0,1,2,11,b,f,1,82551,54,10,0
a,0,10,6,0,1,3,1,a,a,1,42706,20,25,0
a,0,12,7,0,1,3,6,a,a,1,235795,25,48,0
a,0,5,5,0,1,2,7,a,a,1,108001,25,15,0
c,1876,13,1,0,1,1,4,a,a,1,112497,36,44,0
b,0,9,2,0,1,2,11,a,b,1,128206,69,30,0
b,0,13,1,0,1,3,4,b,c,1,224634,28,45,1
a,0,10,6,0,1,3,1,b,d,1,362999,20,20,0
a,0,4,9,0,1,3,9,a,e,1,346693,21,40,0
b,0,13,1,0,1,3,11,a,b,1,175759,37,40,1
a,0,9,2,0,1,3,10,a,d,1,99199,21,32,0
b,0,12,7,0,1,,,a,b,1,219987,25,13,0
b,0,9,2,0,1,3,5,b,f,2,143445,39,40,0
b,0,11,8,0,1,3,5,a,b,1,118710,34,40,1
